10,28, 9, 9,1
 32, 11,  442
 32, 14,  442
 32, 16,  442
 32, 12,  444
 33, 16,  444
 31, 11,  445
 30, 12,  445
 29, 13,  445
 30, 14,  445
 32, 15,  445
 31, 16,  445
 28, 12,  446
 32, 13,  446
 34, 13,  446
 33, 14,  446
 34, 14,  446
 35, 14,  446
 28, 15,  446
 30, 16,  446
 32, 20,  446
 30, 11,  447
 33, 13,  447
 31, 14,  447
 31, 15,  447
 34, 15,  447
 26, 16,  447
 34, 17,  447
 28, 18,  447
 34, 18,  447
 29, 11,  448
 33, 11,  448
 35, 12,  448
 35, 13,  448
 36, 14,  448
 25, 15,  448
 29, 18,  448
 30, 18,  448
 31, 19,  448
 31,  9,  449
 29, 10,  449
 30, 10,  449
 34, 10,  449
 35, 11,  449
 25, 13,  449
 30, 13,  449
 31, 13,  449
 29, 14,  449
 30, 15,  449
 27, 16,  449
 29, 16,  449
 27, 17,  449
 28, 17,  449
 31, 17,  449
 35, 17,  449
 36, 17,  449
 32, 19,  449
 33,  9,  450
 34, 11,  450
 38, 11,  450
 25, 12,  450
 27, 12,  450
 29, 12,  450
 33, 12,  450
 28, 13,  450
 37, 13,  450
 27, 14,  450
 35, 15,  450
 34, 16,  450
 35, 16,  450
 36, 16,  450
 29, 17,  450
 33, 17,  450
 27, 10,  451
 31, 10,  451
 32, 10,  451
 31, 12,  451
 36, 12,  451
 37, 12,  451
 27, 13,  451
 26, 14,  451
 27, 15,  451
 36, 15,  451
 37, 15,  451
 36, 18,  451
 29, 19,  451
 31, 21,  451
 32,  7,  452
 30,  8,  452
 31,  8,  452
 35,  8,  452
 32,  9,  452
 37,  9,  452
 33, 10,  452
 35, 10,  452
 37, 10,  452
 28, 11,  452
 26, 13,  452
 25, 14,  452
 28, 14,  452
 26, 15,  452
 29, 15,  452
 33, 15,  452
 30, 17,  452
 31, 18,  452
 35, 19,  452
 28,  9,  453
 30,  9,  453
 34, 12,  453
 36, 13,  453
 37, 14,  453
 38, 15,  453
 37, 16,  453
 32, 17,  453
 33, 18,  453
 28, 19,  453
 33, 19,  453
 25,  9,  454
 29,  9,  454
 27, 11,  454
 36, 11,  454
 26, 12,  454
 38, 14,  454
 26, 17,  454
 37, 17,  454
 38, 18,  454
 26, 19,  454
 36, 19,  454
 33, 20,  454
 34, 20,  454
 30, 21,  454
 33, 21,  454
 35, 21,  454
 33,  8,  455
 34,  8,  455
 34,  9,  455
 25, 10,  455
 26, 11,  455
 25, 17,  455
 27, 18,  455
 32, 18,  455
 35, 18,  455
 27, 19,  455
 30, 19,  455
 33, 22,  455
 27,  8,  456
 35,  9,  456
 36,  9,  456
 26, 10,  456
 36, 10,  456
 38, 12,  456
 39, 12,  456
 39, 14,  456
 24, 15,  456
 39, 15,  456
 24, 16,  456
 28, 16,  456
 39, 16,  456
 38, 17,  456
 34, 19,  456
 31, 20,  456
 37, 20,  456
 32, 21,  456
 32, 22,  456
 31,  6,  457
 27,  7,  457
 29,  7,  457
 26,  8,  457
 32,  8,  457
 37,  8,  457
 26,  9,  457
 27,  9,  457
 28, 10,  457
 38, 10,  457
 25, 11,  457
 37, 11,  457
 24, 12,  457
 39, 13,  457
 25, 16,  457
 25, 19,  457
 25, 20,  457
 27, 20,  457
 29, 20,  457
 35, 20,  457
 29, 22,  457
 30, 22,  457
 36,  5,  458
 33,  7,  458
 28,  8,  458
 38, 13,  458
 38, 16,  458
 37, 18,  458
 37, 19,  458
 30, 20,  458
 34,  5,  459
 25,  7,  459
 28,  7,  459
 30,  7,  459
