10,11,12,12,1
 15, 19,  441
 18, 17,  442
 17, 18,  442
 19, 12,  443
 17, 13,  443
 19, 15,  443
 17, 12,  444
 17, 14,  444
 16, 15,  444
 17, 15,  444
 17, 11,  445
 15, 12,  445
 19, 14,  445
 13, 15,  445
 18, 18,  445
 16, 19,  445
 17, 19,  445
 14, 21,  445
 16, 11,  446
 20, 11,  446
 22, 13,  446
 12, 14,  446
 14, 14,  446
 14, 15,  446
 18, 15,  446
 14, 16,  446
 16, 16,  446
 19, 16,  446
 21, 18,  446
 14, 20,  446
 20, 20,  446
 10, 11,  447
 18, 12,  447
 18, 13,  447
 19, 13,  447
 18, 14,  447
 22, 14,  447
 12, 15,  447
 15, 15,  447
 20, 15,  447
 21, 15,  447
 17, 16,  447
 16, 17,  447
 18, 19,  447
 21, 19,  447
 16, 20,  447
 17, 20,  447
 14, 10,  448
 14, 11,  448
 18, 11,  448
 14, 13,  448
 13, 14,  448
 16, 14,  448
 21, 14,  448
 11, 15,  448
 20, 16,  448
 22, 16,  448
 12, 17,  448
 13, 17,  448
 19, 17,  448
 21, 17,  448
 16, 18,  448
 22, 18,  448
 13, 20,  448
 15, 20,  448
 18, 20,  448
 17, 21,  448
 19, 21,  448
 20, 21,  448
 18, 23,  448
 19,  9,  449
 16, 10,  449
 19, 10,  449
 20, 10,  449
 21, 11,  449
 23, 12,  449
 13, 13,  449
 23, 15,  449
 15, 16,  449
 14, 17,  449
 19, 20,  449
 15, 21,  449
 13, 22,  449
 15, 22,  449
 19, 22,  449
 13,  9,  450
 19, 11,  450
 23, 11,  450
 13, 12,  450
 21, 12,  450
 20, 13,  450
 15, 14,  450
 20, 14,  450
  9, 16,  450
 13, 16,  450
 18, 16,  450
 17, 17,  450
 24, 17,  450
 11, 18,  450
 14, 18,  450
 15, 18,  450
 20, 18,  450
 14, 19,  450
 16, 21,  450
 21, 22,  450
 18,  9,  451
 22,  9,  451
 15, 10,  451
 18, 10,  451
 22, 10,  451
 15, 11,  451
 16, 12,  451
 20, 12,  451
 22, 12,  451
 15, 13,  451
 12, 16,  451
 21, 16,  451
 10, 17,  451
 15, 17,  451
 20, 17,  451
 19, 18,  451
 23, 18,  451
  9, 19,  451
 11, 19,  451
 12, 19,  451
 13, 19,  451
 10, 20,  451
 12, 20,  451
 13, 21,  451
 18, 21,  451
 12, 22,  451
 14, 22,  451
 20, 23,  451
 14,  8,  452
 17,  8,  452
 11,  9,  452
 13, 10,  452
 17, 10,  452
 12, 11,  452
 12, 12,  452
 12, 13,  452
 25, 13,  452
 11, 14,  452
 10, 15,  452
 22, 15,  452
 25, 16,  452
 11, 17,  452
 22, 17,  452
  9, 18,  452
 19, 19,  452
 20, 19,  452
 24, 19,  452
 11, 20,  452
 11, 22,  452
 16, 22,  452
 18, 22,  452
 17, 26,  452
 14,  7,  453
 17,  7,  453
 21,  8,  453
 22,  8,  453
 12,  9,  453
 15,  9,  453
 17,  9,  453
 20,  9,  453
 21, 10,  453
 22, 11,  453
 11, 12,  453
 11, 13,  453
 16, 13,  453
 21, 13,  453
 23, 13,  453
 24, 13,  453
  8, 14,  453
 10, 16,  453
  8, 17,  453
 13, 18,  453
 23, 19,  453
 22, 20,  453
 12, 21,  453
 17, 22,  453
 15, 23,  453
 16, 23,  453
 13, 24,  453
 15, 24,  453
 19,  8,  454
 14,  9,  454
  9, 10,  454
 11, 10,  454
 11, 11,  454
 24, 11,  454
 25, 11,  454
 10, 12,  454
 14, 12,  454
 10, 14,  454
 24, 14,  454
  8, 15,  454
 11, 16,  454
 23, 16,  454
 26, 16,  454
  7, 17,  454
 23, 17,  454
 12, 18,  454
