446,4
447,3
448,7
449,13
450,21
451,26
452,36
453,35
454,50
455,42
456,54
457,36
458,45
459,40
460,52
461,44
462,56
463,44
464,53
465,37
466,39
467,24
468,31
469,21
470,25
471,28
472,16
473,24
474,18
475,13
476,17
477,15
478,13
479,11
480,16
481,17
482,12
483,12
484,11
485,19
486,11
487,15
488,11
489,10
490,9
491,9
492,18
493,12
494,16
495,10
496,11
497,5
498,5
499,8
500,13
501,8
502,7
503,7
504,8
505,8
506,3
507,9
508,10
509,5
510,7
511,7
512,4
513,6
514,7
515,4
516,7
517,7
518,2
519,4
520,1
521,9
522,3
523,2
524,6
525,3
526,4
527,1
528,6
529,2
530,3
531,3
532,2
533,2
534,4
535,3
536,2
537,3
539,1
540,2
541,3
542,2
543,2
544,3
546,1
547,1
548,1
549,3
550,2
552,2
554,1
557,1
558,1
561,1
562,3
563,1
564,1
565,1
566,1
567,1
569,1
572,1
687,1
689,1
690,1
692,1
693,2
695,1
697,2
698,1
699,1
701,1
702,1
703,1
704,1
705,3
706,1
707,2
709,2
710,3
711,2
712,2
715,2
716,2
720,4
723,1
724,2
726,1
727,1
728,3
729,2
731,1
732,1
733,2
734,2
735,1
738,1
739,1
740,4
741,1
743,1
744,1
745,3
746,4
748,2
749,1
750,3
751,1
752,1
753,1
754,3
756,1
757,2
758,1
760,1
761,3
762,2
763,1
764,1
765,2
766,1
769,1
771,1
772,1
773,1
774,2
778,2
781,2
784,1
785,1
787,1
788,1
789,1
792,1
793,1
797,1
800,1
801,1
805,1
806,1
808,1
814,1
827,1
843,1
851,1
902,2
903,1
908,1
909,1
917,1
921,2
922,2
923,1
928,1
929,1
942,1
945,1
948,1
