438,1
441,2
442,4
443,3
444,5
445,6
446,13
447,13
448,14
449,14
450,19
451,23
452,18
453,19
454,13
455,23
456,18
457,19
458,11
459,13
460,21
461,14
462,12
463,19
464,14
465,18
466,10
467,9
468,10
469,10
470,7
471,5
472,15
473,12
474,8
475,10
476,7
477,11
478,11
479,9
480,9
481,8
482,13
483,3
484,6
485,8
486,7
487,6
488,9
489,7
490,9
491,8
492,8
493,11
494,10
495,6
496,7
497,4
498,8
499,1
500,4
501,5
502,3
503,5
504,5
505,3
506,1
507,3
508,3
509,4
510,2
511,2
512,2
513,3
514,4
515,5
516,1
517,4
518,2
519,3
520,4
521,2
522,2
523,2
524,5
525,2
526,2
527,1
528,1
529,5
530,2
531,6
532,3
533,1
534,4
535,3
536,3
537,5
538,1
539,1
542,2
543,1
544,2
545,2
546,1
547,1
548,2
550,2
551,2
553,3
554,1
557,1
558,2
559,2
561,1
563,2
565,1
568,1
571,1
573,1
578,1
584,1
589,1
657,1
682,1
684,2
685,1
686,1
687,2
688,1
689,1
690,1
691,3
692,2
693,1
694,2
696,2
697,1
698,2
699,2
700,1
702,4
703,2
704,1
705,1
707,1
708,1
709,2
710,1
711,2
712,5
713,2
714,3
715,3
716,3
717,6
718,3
719,2
720,4
721,2
722,6
723,4
724,4
725,6
726,4
727,1
728,2
729,3
730,2
731,2
732,3
733,2
734,2
735,7
736,3
737,10
738,3
739,1
740,4
741,2
742,4
743,2
744,6
745,1
746,4
748,2
749,3
750,2
751,4
752,3
753,4
754,7
755,3
756,2
757,5
758,4
759,2
760,1
761,3
762,4
763,7
764,4
765,4
767,6
768,1
769,3
770,6
771,2
772,1
773,1
774,5
775,3
776,2
777,6
778,2
779,2
780,2
781,4
782,4
783,2
784,2
785,1
786,1
787,4
788,3
789,1
790,1
791,2
792,1
793,1
794,3
795,1
796,2
798,2
799,1
800,2
801,1
803,1
804,2
805,3
806,1
808,1
809,4
810,2
811,1
813,1
815,1
817,1
818,1
819,2
821,2
823,1
824,1
826,1
828,1
830,1
831,1
842,1
865,1
872,1
875,2
876,1
891,1
894,2
896,1
898,3
899,1
900,5
901,1
902,5
903,2
904,3
906,1
907,1
908,1
909,5
910,3
911,4
912,4
913,6
914,4
915,6
916,3
918,3
919,5
920,2
921,4
922,3
923,5
924,2
925,1
926,4
927,10
928,5
929,6
930,3
931,2
932,3
933,4
934,7
935,6
936,5
937,3
938,3
939,2
940,4
941,5
942,8
943,3
944,7
945,4
946,4
947,5
948,4
949,2
950,2
951,6
952,5
953,6
954,4
955,3
956,3
957,4
958,4
959,4
960,2
961,3
962,8
963,4
964,3
965,2
966,3
967,2
968,2
969,7
970,1
971,2
972,4
973,3
974,7
975,3
976,5
977,1
978,4
979,3
980,2
981,1
983,2
984,1
985,4
986,3
987,3
988,2
989,4
990,2
991,4
992,3
993,2
994,3
996,2
997,2
998,5
999,4
1000,3
1001,2
1002,2
1003,3
1004,3
1005,1
1006,3
1007,1
1009,6
1010,1
1011,5
1012,3
1013,2
1014,1
1015,4
1016,1
1018,1
1021,1
1023,1
1025,2
1026,4
1027,1
1028,1
1029,1
1030,1
1031,1
1032,1
1034,1
1041,1
1042,2
1043,1
1044,1
1048,1
1051,1
1052,1
1054,1
1055,1
1057,1
1058,1
1059,1
1068,1
1074,1
1078,1
1080,1
1168,4
1179,1
1182,1
1183,1
1186,1
1193,1
1194,3
1200,1
1201,1
1203,1
1204,1
1205,2
1207,1
1216,2
1217,1
1218,1
1223,1
1227,1
1232,1
1235,1
1238,2
1241,1
1243,1
1247,1
1248,1
1262,1
1271,1
1276,1
1285,1
1291,1
1308,1
1313,1
1321,1
1368,1
1384,1
1395,1
